filename,bug_id,bisection_result,commit_time,bad_opt_level,passes_to_enable_vector,passes_to_enable
35,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,bda59bd Revert r110396 to fix buildbots.,1281054215,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unswitch,loops,loopsimplify,mem2reg,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
102,llvmorg2.9.0#mis_compile#2bb40357079635058343743863f4d6be51501f51_726003e79d86d25cd44eee1e32ca65e3d440d843#None,631c5b2 teach GetLinearExpression to be a bit more aggressive.,1259254801,-O3,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
69,llvmorg2.9.0#mis_compile#55cf2ed148c10dd9247bc01e767f0e6904a7b389_309b4c49e44b3878774b15c9d11ca7d831e2905f#None,1bf7ff7 Implement PR1143 (at -m64) by making basicaa look through extensions.  We previously already handled it at -m32 because there were no i32->i64 extensions for addressing.,1259261613,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-rotate,"
56,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,e35e6f0 Teach ConstantFolding to do a better job when folding gep(bitcast).,1259530855,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
105,llvmorg2.9.0#mis_compile#2bb40357079635058343743863f4d6be51501f51_726003e79d86d25cd44eee1e32ca65e3d440d843#None,1bf7ff7 Implement PR1143 (at -m64) by making basicaa look through extensions.  We previously already handled it at -m32 because there were no i32->i64 extensions for addressing.,1259261613,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-rotate,"
58,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,1bf7ff7 Implement PR1143 (at -m64) by making basicaa look through extensions.  We previously already handled it at -m32 because there were no i32->i64 extensions for addressing.,1259261613,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-rotate,"
67,llvmorg2.9.0#mis_compile#55cf2ed148c10dd9247bc01e767f0e6904a7b389_309b4c49e44b3878774b15c9d11ca7d831e2905f#None,"b92156d Fold the ShrinkDemandedOps pass into the regular DAGCombiner pass, which is faster, simpler, and less surprising.",1276823121,-Os,,
93,llvmorg2.9.0#mis_compile#55cf2ed148c10dd9247bc01e767f0e6904a7b389_309b4c49e44b3878774b15c9d11ca7d831e2905f#None,1bf7ff7 Implement PR1143 (at -m64) by making basicaa look through extensions.  We previously already handled it at -m32 because there were no i32->i64 extensions for addressing.,1259261613,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-rotate,"
94,llvmorg3.1.0#mis_compile#1#None,e99c110 implement rdar://7346691 by codegen'ing struct/array initializers to a memset or a memcpy from a global when possible.,1260001331,-Os,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","scalarrepl,sccp,simplify-libcalls,strip-dead-prototypes,"
60,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,ff0e2a3 Rework the ConstStructBuilder code to emit missing initializer elements with explicit zero values instead of with tail padding. On an example like this:,1271182579,-O2,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
33,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,e35e6f0 Teach ConstantFolding to do a better job when folding gep(bitcast).,1259530855,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
20,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,"20b551a IRgen: Always use i8 arrays to access union bit-fields. This is ugly, but matches how we currently handle structs, and this correctly handles -fno-bitfield-type-align.",1271785950,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
18,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,1bf7ff7 Implement PR1143 (at -m64) by making basicaa look through extensions.  We previously already handled it at -m32 because there were no i32->i64 extensions for addressing.,1259261613,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unswitch,loops,loopsimplify,mem2reg,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
27,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,e35e6f0 Teach ConstantFolding to do a better job when folding gep(bitcast).,1259530855,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
11,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,e35e6f0 Teach ConstantFolding to do a better job when folding gep(bitcast).,1259530855,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
29,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,"d697deb turn IPSCCP back on by default, try #3 or 4? Woo.",1257276913,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,constmerge,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,gvn,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unroll,loop-unswitch,loops,loopsimplify,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
16,llvmorg2.8.0#mis_compile#49d15b959ea449d891f4204914bdcefe4daf79fc_7a24210ebdcefc1446369ec98f4209a93353335e#None,"fc8d9ee Implement rdar://6295824 and PR6724 with two tiny changes that can have a big effect :).  The first is to enable the iterative SCC passmanager juice that kicks in when the scc passmgr detects that a function pass has devirtualized a call.  In this case, it will rerun all the passes it manages on the SCC, up to the iteration count limit (4). This is useful because a function pass may devirualize a call, and we want the inliner to inline it, or pruneeh to infer stuff about it, etc.",1272676556,-Os,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0","adce,basiccg,correlated-propagation,deadargelim,deadtypeelim,domfrontier,domtree,dse,functionattrs,globalopt,indvars,inline,instcombine,ipsccp,iv-users,jump-threading,lazy-value-info,lcssa,licm,loop-deletion,loop-rotate,loop-unswitch,loops,loopsimplify,mem2reg,memcpyopt,memdep,preverify,print-used-types,prune-eh,reassociate,scalar-evolution,scalarrepl,sccp,simplify-libcalls,simplifycfg,strip-dead-prototypes,tailcallelim,verify,"
89,llvmorg2.9.0#mis_compile#55cf2ed148c10dd9247bc01e767f0e6904a7b389_309b4c49e44b3878774b15c9d11ca7d831e2905f#None,"b92156d Fold the ShrinkDemandedOps pass into the regular DAGCombiner pass, which is faster, simpler, and less surprising.",1276823121,-Os,,
